timestamp,asset,status,side,score,direction,annualized_funding,impact_spread,conservative_cost_bps,raw_return_15m,raw_return_1h,raw_return_4h,directional_return_15m,directional_return_1h,directional_return_4h,funding_return_15m,funding_return_1h,funding_return_4h,net_15m_bps,net_1h_bps,net_4h_bps,outcome_15m,outcome_1h,outcome_4h
2026-06-08T00:23:12.195825+00:00,PURR,paper_crowded_momentum_continuation_candidate,long_perp,20.61187764,1,0.10950000,0.012514790692,135.14790692,,,,,,,-0.00000313,-0.00001250,-0.00005000,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,DASH,paper_crowded_momentum_continuation_candidate,long_perp,18.80485435,1,0.10950000,0.001274005951,22.74005951,,,,,,,-0.00000313,-0.00001250,-0.00005000,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,PURR,paper_crowded_momentum_reversal_candidate,short_perp,17.52009599,-1,0.10950000,0.012514790692,135.14790692,,,,,,,0.00000313,0.00001250,0.00005000,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,LDO,paper_crowded_momentum_continuation_candidate,long_perp,17.50584442,1,0.10950000,0.000994475138,19.94475138,,,,,,,-0.00000313,-0.00001250,-0.00005000,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,MON,paper_crowded_momentum_continuation_candidate,long_perp,16.08073846,1,-0.00359948,0.001302902327,23.02902327,,,,,,,0.00000010,0.00000041,0.00000164,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,DASH,paper_crowded_momentum_reversal_candidate,short_perp,15.98412620,-1,0.10950000,0.001274005951,22.74005951,,,,,,,0.00000313,0.00001250,0.00005000,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,LDO,paper_crowded_momentum_reversal_candidate,short_perp,14.87996776,-1,0.10950000,0.000994475138,19.94475138,,,,,,,0.00000313,0.00001250,0.00005000,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,PURR,paper_mark_oracle_reversion_candidate,short_perp,14.53942964,-1,0.10950000,0.012514790692,135.14790692,,,,,,,0.00000313,0.00001250,0.00005000,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,MON,paper_crowded_momentum_reversal_candidate,short_perp,13.66862769,-1,-0.00359948,0.001302902327,23.02902327,,,,,,,-0.00000010,-0.00000041,-0.00000164,,,,pending_15m,pending_1h,pending_4h
2026-06-08T00:23:12.195825+00:00,kLUNC,paper_crowded_momentum_continuation_candidate,long_perp,13.04707159,1,-0.04425902,0.001471856323,24.71856323,,,,,,,0.00000126,0.00000505,0.00002021,,,,pending_15m,pending_1h,pending_4h
